player_id,matchweek,goals_scored,assists,clean_sheets,minutes_played,points
427,2,0,0,0,90,2
453,2,0,0,0,68,2
381,2,0,0,0,0,0
284,2,0,0,0,0,0
92,2,0,0,0,0,0
136,2,0,0,0,0,0
623,2,0,0,0,7,1
597,2,0,0,0,90,2
343,2,1,0,1,90,7
527,2,0,0,0,0,0
274,2,0,0,0,0,0
301,2,0,0,0,0,0
269,2,0,0,0,0,0
75,2,0,0,0,0,0
125,2,0,0,0,0,0
481,2,0,0,0,0,0
279,2,0,0,0,4,1
116,2,0,0,0,0,0
4,2,0,0,0,0,0
223,2,0,0,0,90,1
555,2,0,0,0,0,0
632,2,0,0,0,0,0
305,2,0,0,0,0,0
512,2,0,0,0,0,0
551,2,0,0,0,70,-1
573,2,0,0,0,19,1
522,2,1,0,0,66,5
377,2,0,0,0,24,1
261,2,0,0,0,90,2
289,2,0,0,0,0,0
645,2,0,0,0,0,0
19,2,0,0,1,88,3
109,2,0,0,0,0,0
469,2,0,0,0,90,2
41,2,0,0,0,26,1
66,2,0,0,0,0,0
547,2,0,0,0,0,0
203,2,0,0,0,82,1
248,2,0,0,0,0,0
208,2,0,0,0,15,1
595,2,0,0,0,90,1
45,2,0,0,0,0,0
229,2,0,0,0,0,0
415,2,0,0,0,65,2
658,2,0,0,0,0,0
451,2,0,0,0,1,1
2,2,0,0,0,0,0
188,2,0,0,0,0,0
418,2,0,0,0,0,0
656,2,0,0,0,8,1
112,2,0,0,1,90,7
651,2,0,0,0,0,0
470,2,0,0,0,21,1
111,2,0,0,0,0,0
219,2,0,0,0,16,1
63,2,0,0,0,90,2
215,2,0,0,0,0,0
228,2,0,0,0,90,2
247,2,0,0,0,0,0
294,2,1,1,0,75,12
652,2,0,0,0,0,0
360,2,0,0,0,0,0
355,2,0,0,1,90,2
390,2,0,0,0,5,1
154,2,0,0,0,56,1
287,2,0,0,0,0,0
604,2,0,0,0,0,0
365,2,0,0,1,90,3
386,2,0,0,0,0,0
349,2,0,0,0,0,0
636,2,0,0,0,0,0
659,2,0,0,0,0,0
124,2,0,0,0,0,0
635,2,0,0,0,0,0
462,2,0,0,0,0,0
104,2,0,0,1,77,5
94,2,0,0,0,0,0
140,2,2,0,0,90,15
200,2,0,0,0,0,0
540,2,0,0,1,90,3
137,2,0,0,0,0,0
81,2,0,0,0,75,2
638,2,0,0,0,57,1
628,2,0,0,0,0,0
296,2,0,0,0,0,0
654,2,0,0,0,0,0
485,2,0,0,0,0,0
106,2,0,0,1,90,3
201,2,0,0,0,0,0
68,2,0,0,0,0,0
563,2,0,0,0,90,-1
342,2,0,0,0,0,0
204,2,0,0,0,0,0
403,2,0,0,0,23,1
210,2,0,0,0,45,1
67,2,0,0,0,0,0
501,2,0,0,1,87,3
568,2,0,0,0,0,0
620,2,0,0,0,0,0
202,2,0,0,0,74,2
226,2,0,0,0,90,2
463,2,0,0,0,0,0
537,2,0,0,0,0,0
466,2,0,0,0,0,0
130,2,0,2,0,66,7
77,2,0,0,0,90,10
452,2,0,0,0,0,0
283,2,0,0,0,90,1
558,2,0,0,0,85,2
557,2,1,0,0,35,5
591,2,0,0,0,22,1
477,2,0,0,0,0,0
263,2,0,0,0,90,0
587,2,0,0,0,0,0
406,2,0,0,0,90,1
410,2,0,0,0,0,0
273,2,0,0,0,0,0
387,2,0,0,0,0,0
590,2,0,0,0,90,2
549,2,0,0,0,0,0
556,2,0,0,0,0,0
454,2,0,0,0,0,0
599,2,0,0,1,63,3
346,2,0,0,0,0,0
584,2,0,0,1,90,6
3,2,0,0,0,0,0
245,2,0,0,0,0,0
14,2,1,0,1,89,11
566,2,0,0,0,90,-1
564,2,0,0,0,0,0
350,2,0,0,1,90,7
517,2,0,0,0,0,0
33,2,0,0,0,5,0
49,2,0,0,1,90,8
270,2,0,0,0,67,2
542,2,0,0,0,90,2
616,2,0,0,1,90,6
362,2,0,0,0,0,0
507,2,0,0,0,20,1
472,2,0,0,0,0,0
376,2,0,0,0,90,2
384,2,0,0,0,0,0
312,2,0,0,0,0,0
471,2,0,0,0,90,1
643,2,0,0,0,90,1
637,2,0,0,0,0,0
511,2,0,0,1,90,6
546,2,0,0,0,0,0
185,2,0,0,0,0,0
150,2,0,0,0,0,0
592,2,0,0,0,45,1
196,2,1,0,0,45,5
479,2,0,0,0,0,0
234,2,0,0,0,90,2
504,2,0,0,1,90,3
308,2,1,0,0,85,5
500,2,0,0,0,0,0
120,2,0,0,0,0,0
367,2,0,0,0,0,0
82,2,1,0,0,75,6
213,2,0,0,0,0,0
153,2,0,0,0,90,1
293,2,0,0,0,4,1
611,2,0,0,0,90,0
1,2,0,0,0,0,0
51,2,0,0,0,0,0
529,2,0,0,0,0,0
478,2,0,0,0,0,0
498,2,0,0,0,0,0
231,2,0,0,0,90,2
129,2,0,0,0,90,2
189,2,0,0,0,0,0
441,2,0,0,0,0,0
370,2,0,0,0,0,0
569,2,0,0,0,90,1
266,2,0,0,0,0,0
276,2,0,0,0,90,2
74,2,0,0,0,0,0
55,2,0,0,0,0,0
429,2,0,0,0,66,1
107,2,0,0,0,19,1
259,2,0,0,0,0,0
126,2,0,0,0,29,1
9,2,0,0,0,11,1
285,2,0,0,0,85,1
84,2,0,0,0,0,0
207,2,0,0,0,0,0
250,2,0,0,0,90,2
217,2,0,0,0,90,1
7,2,0,0,0,0,0
401,2,0,0,0,65,1
149,2,0,0,0,0,0
380,2,0,0,0,0,0
59,2,0,0,0,0,0
262,2,0,0,0,90,-1
212,2,0,0,0,0,0
436,2,0,2,0,90,10
268,2,0,0,0,0,0
435,2,0,0,0,0,0
444,2,0,0,0,0,0
18,2,0,0,0,0,0
347,2,0,0,0,0,0
593,2,0,0,0,81,2
585,2,0,0,0,0,0
482,2,0,0,0,90,1
225,2,0,0,0,90,2
73,2,0,0,0,0,0
425,2,0,0,0,0,0
142,2,0,0,0,56,0
121,2,0,0,0,0,0
236,2,0,0,0,0,0
515,2,0,0,0,0,0
40,2,0,0,0,0,0
455,2,0,0,0,90,2
257,2,0,0,0,90,-1
562,2,0,0,0,0,0
526,2,0,0,0,90,2
28,2,0,0,0,90,2
216,2,0,0,0,90,2
431,2,0,0,0,0,0
95,2,0,0,0,0,0
65,2,0,0,0,62,2
145,2,0,0,0,90,2
71,2,0,0,0,0,0
193,2,0,0,0,0,0
85,2,0,1,0,90,5
468,2,1,0,0,6,7
644,2,0,0,0,0,0
54,2,0,0,0,0,0
364,2,0,0,0,0,0
492,2,0,0,0,0,0
36,2,0,0,1,90,6
255,2,0,0,0,0,0
62,2,0,0,0,62,1
139,2,0,0,0,0,0
647,2,0,0,0,0,0
473,2,0,0,0,0,0
414,2,0,0,0,0,0
411,2,0,0,0,0,0
572,2,0,0,0,90,0
277,2,0,0,0,0,0
389,2,0,0,0,0,0
238,2,0,0,0,0,0
299,2,0,0,0,0,0
369,2,0,0,1,90,6
227,2,0,0,0,0,0
459,2,0,0,0,0,0
93,2,0,0,0,0,0
